"dist_id","state_id","dist_cd","dist_name","dist_hq","dist_detail","dist_pop11","dist_area","dist_density","dist_web","dist_lang1","dist_lang2","dist_logi","dist_lati","dist_reach_img","dist_map","estd_dd","estd_mm","estd_yy","dist_seo_kword","dist_seo_mtag","dist_seo_data","dist_block","dist_sdist","dist_p_status","dist_status"
"359","21","KN","KANDHAMAL","Phulbani","00:00:00","731952","6004","91","http://kandhamal.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","12","17","1","0"
"360","21","KP","KENDRAPARA","Kendrapara","00:00:00","1439891","2546","545","http://kendrapara.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","12","1","0"
"361","21","KJ","KENDUJHAR","Kendujhar","00:00:00","1802777","8336","217","http://kendujhar.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","13","24","1","0"
"362","21","KH","KHORDHA","Khordha","00:00:00","2246341","2888","799","http://khordha.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","22","1","0"
"363","21","KO","KORAPUT","Koraput","00:00:00","1376934","8534","156","http://koraput.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","14","21","1","0"
"364","21","ML","MALKANGIRI","Malkangiri","00:00:00","612727","6115","106","http://malkangiri.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","11","1","0"
"365","21","MY","MAYURBHANJ","Baripada","00:00:00","2513895","10418","241","http://mayurbhanj.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","26","31","1","0"
"366","21","NB","NABARANGPUR","Nabarangpur","00:00:00","1218762","5135","230","http://nabarangpur.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","12","1","0"
"367","21","NY","NAYAGARH","Nayagarh","00:00:00","962215","3954","247","http://www.nayagarh.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","12","1","0"
"368","21","NU","NUAPADA","Nuapada","00:00:00","606490","3408","157","http://www.nuapada.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","6","1","0"
"369","21","PU","PURI","Puri","00:00:00","1697983","3055","488","http://puri.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","15","1","0"
"370","21","RA","RAYAGADA","Rayagada","00:00:00","961959","7585","136","http://rayagada.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","15","1","0"
"371","21","SA","SAMBALPUR","Sambalpur","00:00:00","1044410","6702","158","http://sambalpur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","20","1","0"
"372","21","SO","SONEPUR-SUBARNAPUR","Subarnapur","00:00:00","652107","2284","279","http://subarnapur.nic.in",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","8","1","0"
"373","21","SU","SUNDARGARH","Sundargarh","00:00:00","2080664","9942","214","http://sundergarh.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","17","30","1","0"
"374","22","BA","BASTAR","Jagdalpur","00:00:00","1302253","4030","87","http://bastar.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","7","1","0"
"375","22","BI","BILASPUR","Bilaspur","00:00:00","1961922","5818","337","http://bilaspur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","8","1","0"
"376","22","DA","DANTEWADA","Dantewada","00:00:00","533638","3411","59","http://dantewada.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","5","1","0"
"377","22","DH","DHAMTARI","Dhamtari","00:00:00","799199","2029","394","http://dhamtari.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","4","1","0"
"378","22","DU","DURG","Durg","00:00:00","3343079","8542","391","http://durg.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","3","1","0"
"379","22","JC","JANJGIR-CHAMPA","Naila Janjgir","00:00:00","1620632","3848","421","http://janjgirchampa.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","10","1","0"
"380","22","JA","JASHPUR","Jashpur Nagar","00:00:00","852043","5825","146","http://jashpur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"381","22","KK","KANKER","Kanker","00:00:00","748593","6513","115","http://kanker.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","7","1","0"
"382","22","KW","KABIRDHAM","Kawardha","00:00:00","584667","4237","195","http://kawardha.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","4","1","0"
"383","22","KB","KORBA","Korba","00:00:00","1206563","6615","183","http://korba.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","5","1","0"
"384","22","KJ","KORIYA","Baikunthpur","00:00:00","659039","6578","100","http://koriya.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","5","1","0"
"385","22","MA","MAHASAMUND","Mahasamund","00:00:00","1032275","4779","216","http://mahasamund.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","5","1","0"
"386","22","RG","RAIGARH","Raigarh","00:00:00","1493627","7068","211","http://raigarh.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"387","22","RP","RAIPUR","Raipur","00:00:00","4062160","13083","310","http://raipur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","4","1","0"
"388","22","RN","RAJNANDGAON","Rajnandgaon","00:00:00","1537520","8062","191","http://rajnandgaon.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"389","22","SJ","SURGUJA","Ambikapur","00:00:00","420661","3265","150","http://surguja.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","7","1","0"
"390","23","AP","ANUPPUR","Anuppur","00:00:00","749521","3747","200","http://anuppur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","4","1","0"
"391","23","AS","ASHOKNAGAR","Ashok Nagar","00:00:00","844979","4674","181","http://ashoknagar.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","5","1","0"
"392","23","BL","BALAGHAT","Balaghat","00:00:00","1701156","9229","184","http://balaghat.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"393","23","BR","BARWANI","Barwani","00:00:00","1385659","5432","256","http://barwani.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","9","1","0"
"394","23","BE","BETUL","Betul","00:00:00","1575247","10043","157","http://betul.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","8","1","0"
"395","23","BD","BHIND","Bhind","00:00:00","1703562","4459","382","http://bhind.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","8","1","0"
"396","23","BP","BHOPAL","Bhopal","00:00:00","2368145","2772","854","http://bhopal.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","2","2","1","0"
"397","23","BU","BURHANPUR","Burhanpur","00:00:00","756993","3427","221","http://burhanpur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","2","3","1","0"
"398","23","CT","CHHATARPUR","Chhatarpur","00:00:00","1762857","8687","203","http://chhatarpur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","11","1","0"
"399","23","CN","CHHINDWARA","Chhindwara","00:00:00","2090306","11815","177","http://chhindwara.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","12","1","0"
"400","23","DM","DAMOH","Damoh","00:00:00","1263703","7306","173","http://damoh.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","7","1","0"
"401","23","DT","DATIA","Datia","00:00:00","786375","2694","292","http://datia.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","4","1","0"
"402","23","DE","DEWAS","Dewas","00:00:00","1563107","7020","223","http://dewas.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","8","1","0"
"403","23","DH","DHAR","Dhar","00:00:00","2184672","8153","268","http://dhar.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","13","8","1","0"
"404","23","DI","DINDORI","Dindori","00:00:00","704218","7427","94","http://dindori.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","3","1","0"
"405","23","EN","EAST NIMAR - KHANDWA","Khandwa","00:00:00","1309443","7349","178","http://khandwa.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","5","1","0"
"406","23","GU","GUNA","Guna","00:00:00","1240938","6485","194","http://guna.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","7","1","0"
"407","23","GW","GWALIOR","Gwalior","00:00:00","2030543","5465","445","http://gwalior.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","4","1","0"
"408","23","HA","HARDA","Harda","00:00:00","570302","3339","171","http://harda.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","6","1","0"
"409","23","HO","HOSHANGABAD","Hoshangabad","00:00:00","1240975","6698","185","http://hoshangabad.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","8","1","0"
"410","23","IN","INDORE","Indore","00:00:00","3272335","3898","839","http://www.indore.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","5","1","0"
"411","23","JA","JABALPUR","Jabalpur","00:00:00","2460714","5210","472","http://jabalpur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","7","1","0"
"412","23","JH","JHABUA","Jhabua","00:00:00","1024091","6782","285","http://jhabua.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","5","1","0"
"413","23","KA","KATNI","Katni","00:00:00","1291684","4947","261","http://katni.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","7","1","0"
"414","23","WN","KHARGONE","Khargone","00:00:00","1872413","8010","233","http://khargone.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"415","23","ML","MANDLA","Mandla","00:00:00","1053522","5805","182","http://mandla.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","6","1","0"
"416","23","MS","MANDSAUR","Mandsaur","00:00:00","1339832","5530","242","http://mandsaur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","8","1","0"
"417","23","MO","MORENA","Morena","00:00:00","1965137","4991","394","http://morena.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","6","1","0"
"418","23","NA","NARSINGHPUR","Narsinghpur","00:00:00","1092141","5133","213","http://narsinghpur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","5","1","0"
"419","23","NE","NEEMUCH","Neemuch","00:00:00","825958","4267","194","http://neemuch.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","5","1","0"
"420","23","PA","PANNA","Panna","00:00:00","1016028","7135","142","http://panna.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","8","1","0"
"421","23","RS","RAISEN","Raisen","00:00:00","1331699","8466","157","http://raisen.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","8","1","0"
"422","23","RG","RAJGARH","Rajgarh","00:00:00","1546541","6143","251","http://rajgarh.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","7","1","0"
"423","23","RL","RATLAM","Ratlam","00:00:00","1454483","4861","299","http://ratlam.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","8","1","0"
"424","23","RE","REWA","Rewa","00:00:00","2363744","6314","374","http://rewa.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","11","1","0"
"425","23","SG","SAGAR","Sagar","00:00:00","2378295","10252","272","http://sagar.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","11","1","0"
"426","23","ST","SATNA","Satna","00:00:00","2228619","7502","297","http://satna.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","10","1","0"
"427","23","SR","SEHORE","Sehore","00:00:00","1311008","6578","199","http://sehore.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","8","1","0"
"428","23","SO","SEONI","Seoni","00:00:00","1378876","8758","157","http://seoni.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"429","23","SH","SHAHDOL","Shahdol","00:00:00","1064989","6205","172","http://shahdol.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","4","1","0"
"430","23","SJ","SHAJAPUR","Shajapur","00:00:00","1512353","6196","244","http://shajapur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","5","1","0"
"431","23","SP","SHEOPUR","Sheopur","00:00:00","687952","6585","104","http://sheopur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","5","1","0"
"432","23","SV","SHIVPURI","Shivpuri","00:00:00","1725818","10290","168","http://shivpuri.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"433","23","SI","SIDHI","Sidhi","00:00:00","1126515","10520","232","http://sidhi.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","7","1","0"
"434","23","TI","TIKAMGARH","Tikamgarh","00:00:00","1444920","5055","286","http://tikamgarh.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","9","1","0"
"435","23","UJ","UJJAIN","Ujjain","00:00:00","1986597","6091","356","http://ujjain.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","7","1","0"
"436","23","UM","UMARIA","Umaria","00:00:00","643579","4062","158","http://umaria.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","5","1","0"
"437","23","VI","VIDISHA","Vidisha","00:00:00","1458212","7362","198","http://vidisha.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","10","1","0"
"438","24","AH","AHMADABAD","Ahmedabad","00:00:00","7208200","8707","890","http://ahmedabad.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"439","24","AM","AMRELI","Amreli","00:00:00","1513614","6760","205","http://amreli.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","11","1","0"
"440","24","AN","ANAND","Anand","00:00:00","2090276","2942","711","http://anand.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"441","24","BK","BANAS KANTHA","Palanpur","00:00:00","3116045","12703","290","http://banaskantha.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","14","14","1","0"
"442","24","BR","BHARUCH","Bharuch","00:00:00","1550822","6524","238","http://bharuch.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"443","24","BV","BHAVNAGAR","Bhavnagar","00:00:00","2877961","11155","288","http://bhavnagar.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"444","24","DG","DANG","Ahwa","00:00:00","226769","1764","129","http://dangs.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","3","1","0"
"445","24","DA","DOHAD","Dahod","00:00:00","2126558","3642","582","http://dahod.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"446","24","GA","GANDHINAGAR","Gandhinagar","00:00:00","1387478","649","660","http://gandhinagar.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","4","1","0"
"447","24","JA","JAMNAGAR","Jamnagar","00:00:00","2159130","14125","153","http://jamnagar.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","6","1","0"
"448","24","JU","JUNAGADH","Junagadh","00:00:00","2742291","8839","310","http://junagadh.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"449","24","KA","KACHCHH","Bhuj","00:00:00","2090313","45652","46","http://kutch.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"450","24","KH","KHEDA","Nadiad","00:00:00","2298934","4215","541","http://kheda.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"451","24","MA","MAHESANA","Mehsana","00:00:00","2027727","4386","462","http://mehsana.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"452","24","NR","NARMADA","Rajpipla","00:00:00","590379","2749","214","http://narmada.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","5","1","0"
"453","24","NV","NAVSARI","Navsari","00:00:00","1330711","2211","602","http://navsari.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","6","1","0"
"454","24","PM","PANCHMAHAL","Godhra","00:00:00","2388267","5219","458","http://panchmahals.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","7","1","0"
"455","24","PA","PATAN","Patan","00:00:00","1342746","5738","234","http://patan.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"456","24","PO","PORBANDAR","Porbandar","00:00:00","586062","2294","255","http://porbandar.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","3","3","1","0"
"457","24","RA","RAJKOT","Rajkot","00:00:00","3157676","11203","282","http://rajkot.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","11","1","0"
"458","24","SK","SABAR KANTHA","Himatnagar","00:00:00","2427346","7390","328","http://sabarkantha.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"459","24","ST","SURAT","Surat","00:00:00","4996391","4327","653","http://surat.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"460","24","SN","SURENDRANAGAR","Surendranagar","00:00:00","1755873","10489","167","http://surendranagar.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"461","24","VD","VADODARA","Vadodara","00:00:00","3639775","7794","467","http://vadodara.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"462","24","VL","VALSAD","Valsad","00:00:00","1703068","3034","561","http://valsad.gujarat.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","6","1","0"
"463","25","DA","DAMAN","Daman","00:00:00","190855","72","2651",,,,,,,,,,,"00:00:00","00:00:00","00:00:00","1","1","1","0"
"464","25","DI","DIU","Diu","00:00:00","52056","40","1301",,,,,,,,,,,"00:00:00","00:00:00","00:00:00","1","1","1","0"
"465","26","DN","DADRA AND NAGAR HAVELI","Silvassa","00:00:00","342853","704","698",,,,,,,,,,,"00:00:00","00:00:00","00:00:00","1","1","1","0"
"466","27","AH","AHMEDNAGAR","Ahmednagar","00:00:00","4543083","17048","266","http://ahmednagar.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","14","14","1","0"
"467","27","AK","AKOLA","Akola","00:00:00","1818617","5429","321","http://akola.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","7","7","1","0"
"468","27","AM","AMRAVATI","Amravati","00:00:00","2887826","12235","237","http://amravati.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","14","14","1","0"
"469","27","AU","AURANGABAD","Aurangabad","00:00:00","3695928","10107","365","http://aurangabad.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"470","27","BI","BEED","Beed","00:00:00","2585962","10693","242","http://beed.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","11","1","0"
"471","27","BH","BHANDARA","Bhandara","00:00:00","1198810","3890","293","http://bhandara.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","7","1","0"
"472","27","BU","BULDHANA","Buldhana","00:00:00","2588039","9661","268","http://buldhana.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","13","13","1","0"
"473","27","CH","CHANDRAPUR","Chandrapur","00:00:00","2194262","11443","192","http://chanda.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","15","15","1","0"
"474","27","DH","DHULE","Dhule","00:00:00","2048781","8095","285","http://dhule.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","4","4","1","0"
"475","27","GA","GADCHIROLI","Gadchiroli","00:00:00","1071795","14412","74","http://gadchiroli.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","12","12","1","0"
"476","27","GO","GONDIA","Gondia","00:00:00","1322331","5431","253","http://gondia.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"477","27","HI","HINGOLI","Hingoli","00:00:00","1178973","4526","244","http://hingoli.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","5","1","0"
"478","27","JG","JALGAON","Jalgaon","00:00:00","4224442","11765","359","http://jalgaon.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","15","15","1","0"
"479","27","JN","JALNA","Jalna","00:00:00","1958483","7718","255","http://jalna.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"480","27","KO","KOLHAPUR","Kolhapur","00:00:00","3874015","7685","504","http://kolhapur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","12","12","1","0"
"481","27","LA","LATUR","Latur","00:00:00","2455543","7157","343","http://latur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"482","27","MC","MUMBAI","Â â€”","00:00:00","3145966","69","20038","http://mumbaicity.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","0","0","1","0"
"483","27","MU","MUMBAI SUBURBAN","Bandra (East)","00:00:00","9332481","369","20925","http://mumbaisuburban.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","0","0","1","0"
"484","27","NG","NAGPUR","Nagpur","00:00:00","4653171","9892","470","http://nagpur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","13","14","1","0"
"485","27","ND","NANDED","Nanded","00:00:00","3356566","10528","319","http://nanded.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","16","16","1","0"
"486","27","NB","NANDURBAR","Nandurbar","00:00:00","1646177","5055","276","http://nandurbar.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","6","1","0"
"487","27","NS","NASHIK","Nashik","00:00:00","6109052","15539","393","http://nashik.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","15","15","1","0"
"488","27","OS","OSMANABAD","Osmanabad","00:00:00","1660311","7569","219","http://osmanabad.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"489","27","PA","PARBHANI","Parbhani","00:00:00","1835982","6511","295","http://parbhani.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"490","27","PU","PUNE","Pune","00:00:00","9426959","15643","603","http://pune.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","14","14","1","0"
"491","27","RG","RAIGAD","Alibag","00:00:00","2635394","7152","368","http://raigad.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","15","15","1","0"
"492","27","RT","RATNAGIRI","Ratnagiri","00:00:00","1612672","8208","196","http://ratnagiri.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","9","9","1","0"
"493","27","SN","SANGLI","Sangli","00:00:00","2820575","8572","329","http://sangli.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","10","10","1","0"
"494","27","ST","SATARA","Satara","00:00:00","3003922","10475","287","http://satara.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","11","1","0"
"495","27","SI","SINDHUDURG","Oros","00:00:00","848868","5207","163","http://sindhudurg.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"496","27","SO","SOLAPUR","Solapur","00:00:00","4315527","14895","290","http://solapur.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","11","11","1","0"
"497","27","TH","THANE","Thane","00:00:00","11060148","9558","1157","http://thane.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","5","7","1","0"
"498","27","WR","WARDHA","Wardha","00:00:00","1296157","6309","205","http://wardha.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","8","8","1","0"
"499","27","WS","WASHIM","Washim","00:00:00","1196714","5155","244","http://washim.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","6","6","1","0"
"500","27","YA","YAVATMAL","Yavatmal","00:00:00","2775457","13582","204","http://yavatmal.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","16","16","1","0"
"501","36","AD","ADILABAD","Adilabad","00:00:00","708952","4185.97","169","http://adilabad.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","18","18","1","0"
"502","28","AN","ANANTAPUR","Anantapur","00:00:00","4083315","19130","213","http://www.anantapuramu.ap.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","63","63","1","0"
"503","28","CH","CHITTOOR","Chittoor","00:00:00","4170468","15152","275","http://www.chittoor.ap.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","65","66","1","0"
"504","28","CU","KADAPA - Y.S.R.","Kadapa","00:00:00","2884524","15359","188","http://kadapa.ap.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","50","51","1","0"
"505","28","EG","EAST GODAVARI","Kakinada","00:00:00","5151549","10807","477","http://eastgodavari.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","64","64","1","0"
"506","28","GU","GUNTUR","Guntur","00:00:00","4889230","11391","429","http://guntur.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","57","57","1","0"
"507","36","HY","HYDERABAD","Hyderabad","00:00:00","3441992","4325.29","796","http://hyderabad.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","16","16","1","0"
"508","36","KA","KARIMNAGAR","Karimnagar","00:00:00","1016063","2379.07",,"http://karimnagar.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","16","16","1","0"
"509","36","KH","KHAMMAM","Khammam","00:00:00","1401639","4453",,"http://khammam.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","21","21","1","0"
"510","28","KR","KRISHNA","Machilipatnam","00:00:00","4529009","8727","519","http://krishna.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","50","50","1","0"
"511","28","KU","KURNOOL","Kurnool","00:00:00","4046601","17658","229","http://www.kurnool.ap.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","54","53","1","0"
"512","36","MA","MAHABUBNAGAR","Mahbubnagar","00:00:00","1318110","4037","270","http://mahabubnagar.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","26","26","1","0"
"513","36","ME","MEDAK","Medak","00:00:00","767428","2740.89",,"http://medak.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","20","20","1","0"
"514","36","NA","NALGONDA","Nalgonda","00:00:00","1631399","2449.79",,"http://nalgonda.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","31","31","1","0"
"515","28","NE","SPSR NELLORE","Nellore","00:00:00","2966082","13076","227","http://nellore.ap.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","46","46","1","0"
"516","36","NI","NIZAMABAD","Nizamabad","00:00:00","1534428","4153",,"http://nizamabad.nic.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","27","27","1","0"
"517","28","PR","PRAKASAM","Ongole","00:00:00","3392764","17626","192","http://www.prakasam.ap.gov.in/",,,,,,,,,,"00:00:00","00:00:00","00:00:00","56","56","1","0"
